seq_id	class	organism	mtrA_score	mtoA_score	desc
XKW83548.1	other	Vibrio diabolicus	373.3	252.5	XKW83548.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_045546113.1	other	Vibrio	373.3	250.2	WP_045546113.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Vibrio]
WP_258460558.1	other	Vibrio diabolicus	373.3	251.2	WP_258460558.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_025592436.1	other	Vibrio parahaemolyticus	373.3	251.3	WP_025592436.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_187567233.1	other	Vibrio parahaemolyticus	373.3	251.7	WP_187567233.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPA16961.1	other	Vibrio parahaemolyticus	373.3	251.3	TPA16961.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_258512206.1	other	Vibrio parahaemolyticus	373.3	252.7	WP_258512206.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_021449242.1	other	Vibrio parahaemolyticus	373.3	252.6	WP_021449242.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
EQM01966.1	other	Vibrio parahaemolyticus VP2007-095	373.3	252.6	EQM01966.1 decaheme c-type cytochrome, DmsE family protein [Vibrio parahaemolyticus VP2007-095]
WP_025629733.1	other	Vibrio parahaemolyticus	373.2	252.9	WP_025629733.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140214126.1	other	Vibrio parahaemolyticus	373.2	251.6	WP_140214126.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_258657951.1	other	Vibrio	373.2	252.6	WP_258657951.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Vibrio]
WP_069521414.1	other	Vibrio parahaemolyticus	373.2	251.6	WP_069521414.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_407525141.1	other	Vibrio parahaemolyticus	373.2	251.6	WP_407525141.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_395200336.1	other	Vibrio diabolicus	373.2	251.2	WP_395200336.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_140067444.1	other	Vibrio parahaemolyticus	373.2	250.1	WP_140067444.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_395203981.1	other	Vibrio diabolicus	373.2	253.3	WP_395203981.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_447814400.1	other	Vibrio diabolicus	373.2	251.2	WP_447814400.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_237308426.1	other	Vibrio sp. A1-1	373.2	253.9	WP_237308426.1 DmsE family decaheme c-type cytochrome [Vibrio sp. A1-1]
WP_102600463.1	other	Vibrio parahaemolyticus	373.1	251.7	WP_102600463.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_031841595.1	other	Vibrio parahaemolyticus	373.1	250.6	WP_031841595.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
XMD44096.1	other	Vibrio parahaemolyticus	373.1	250.6	XMD44096.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_025546063.1	other	Vibrio parahaemolyticus	373.1	251.9	WP_025546063.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WAG34250.1	other	Vibrio parahaemolyticus	373.1	250.4	WAG34250.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_069533547.1	other	Vibrio parahaemolyticus	373.1	250.6	WP_069533547.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
XUI84378.1	other	Vibrio parahaemolyticus	373.1	251.9	XUI84378.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_237459233.1	other	Vibrio parahaemolyticus	373.1	251.2	WP_237459233.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140352679.1	other	Vibrio parahaemolyticus	373.1	250.4	WP_140352679.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_100088347.1	other	Vibrio parahaemolyticus	373.0	250.9	WP_100088347.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_218756588.1	other	Vibrio parahaemolyticus	373.0	252.0	WP_218756588.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_335927231.1	other	Vibrio parahaemolyticus	373.0	251.3	WP_335927231.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
XLX45107.1	other	Vibrio parahaemolyticus	373.0	251.6	XLX45107.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140250343.1	other	Vibrio parahaemolyticus	373.0	253.4	WP_140250343.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
XDL41255.1	other	Vibrio diabolicus	373.0	253.6	XDL41255.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WMN62592.1	other	Vibrio parahaemolyticus	373.0	251.0	WMN62592.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140307349.1	other	Vibrio parahaemolyticus	373.0	251.6	WP_140307349.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140112062.1	other	Vibrio parahaemolyticus	373.0	251.5	WP_140112062.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_025520777.1	other	Vibrio	373.0	251.6	WP_025520777.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Vibrio]
WP_039462388.1	other	Photobacterium gaetbulicola	373.0	252.2	WP_039462388.1 DmsE family decaheme c-type cytochrome [Photobacterium gaetbulicola]
WP_053805698.1	other	Vibrio parahaemolyticus	373.0	251.0	WP_053805698.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_368848872.1	other	Vibrio diabolicus	373.0	253.6	WP_368848872.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_140343663.1	other	Vibrio parahaemolyticus	373.0	250.5	WP_140343663.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WMN73230.1	other	Vibrio parahaemolyticus	373.0	251.0	WMN73230.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TBT13976.1	other	Vibrio parahaemolyticus	373.0	251.6	TBT13976.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
QQE16889.1	other	Vibrio parahaemolyticus	373.0	251.6	QQE16889.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
ETX57469.1	other	Vibrio parahaemolyticus SBR10290	372.9	252.2	ETX57469.1 decaheme c-type cytochrome, DmsE family protein [Vibrio parahaemolyticus SBR10290]
WP_005495626.1	other	Vibrio parahaemolyticus	372.9	252.2	WP_005495626.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
ETT22077.1	other	Vibrio parahaemolyticus 3256	372.9	252.2	ETT22077.1 decaheme c-type cytochrome, DmsE family protein [Vibrio parahaemolyticus 3256]
WP_258514412.1	other	Vibrio parahaemolyticus	372.9	251.7	WP_258514412.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TXM44626.1	other	Vibrio parahaemolyticus	372.9	247.5	TXM44626.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_432606552.1	other	Vibrio diabolicus	372.9	251.4	WP_432606552.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_078230242.1	other	Vibrio parahaemolyticus	372.9	250.9	WP_078230242.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140297261.1	other	Vibrio parahaemolyticus	372.9	250.8	WP_140297261.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_473574828.1	other	Vibrio parahaemolyticus	372.9	250.2	WP_473574828.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140098908.1	other	Vibrio parahaemolyticus	372.9	252.2	WP_140098908.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_029805982.1	other	Vibrio parahaemolyticus	372.9	251.2	WP_029805982.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
EQL88681.1	other	Vibrio parahaemolyticus 10290	372.9	252.2	EQL88681.1 decaheme c-type cytochrome, DmsE family protein [Vibrio parahaemolyticus 10290]
WP_020903936.1	other	Vibrio parahaemolyticus	372.9	247.5	WP_020903936.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_229623464.1	other	Vibrio parahaemolyticus	372.9	252.5	WP_229623464.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
ESW44690.1	other	Vibrio parahaemolyticus 12310	372.9	252.2	ESW44690.1 decaheme c-type cytochrome, DmsE family protein [Vibrio parahaemolyticus 12310]
WP_140165639.1	other	Vibrio parahaemolyticus	372.9	250.5	WP_140165639.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
ASZ52481.1	other	Vibrio parahaemolyticus	372.9	252.2	ASZ52481.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
ESV69011.1	other	Vibrio parahaemolyticus 10296	372.9	252.2	ESV69011.1 decaheme c-type cytochrome, DmsE family protein [Vibrio parahaemolyticus 10296]
QET86793.1	other	Vibrio parahaemolyticus	372.9	252.2	QET86793.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
QGG33984.1	other	Vibrio parahaemolyticus 10329	372.9	252.2	QGG33984.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus 10329]
QHH09051.1	other	Vibrio parahaemolyticus	372.8	251.5	QHH09051.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WCZ00471.1	other	Vibrio parahaemolyticus	372.8	251.5	WCZ00471.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_025604768.1	other	Vibrio	372.8	251.5	WP_025604768.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Vibrio]
TXM13743.1	other	Vibrio parahaemolyticus	372.8	251.5	TXM13743.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WOZ65642.1	other	Vibrio parahaemolyticus	372.8	251.5	WOZ65642.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_243327174.1	other	Vibrio	372.8	252.6	WP_243327174.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Vibrio]
WMN99556.1	other	Vibrio parahaemolyticus	372.8	251.5	WMN99556.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPB18737.1	other	Vibrio parahaemolyticus	372.8	251.5	TPB18737.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
XAW05116.1	other	Vibrio parahaemolyticus	372.8	251.5	XAW05116.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_446553159.1	other	Vibrio parahaemolyticus	372.8	250.5	WP_446553159.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WCM64393.1	other	Vibrio parahaemolyticus	372.8	251.5	WCM64393.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
RXQ17870.1	other	Vibrio parahaemolyticus	372.8	251.5	RXQ17870.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_277441861.1	other	Vibrio parahaemolyticus	372.8	252.1	WP_277441861.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140068514.1	other	Vibrio parahaemolyticus	372.8	250.5	WP_140068514.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_258430824.1	other	unclassified Vibrio	372.8	252.8	WP_258430824.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Vibrio]
XVN49540.1	other	Vibrio parahaemolyticus	372.8	251.5	XVN49540.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_069510476.1	other	Vibrio parahaemolyticus	372.8	250.4	WP_069510476.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140289159.1	other	Vibrio parahaemolyticus	372.8	250.9	WP_140289159.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WPD15649.1	other	Vibrio parahaemolyticus	372.8	251.5	WPD15649.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
QLE26824.1	other	Vibrio parahaemolyticus	372.8	251.5	QLE26824.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WJK28238.1	other	Vibrio parahaemolyticus	372.8	251.5	WJK28238.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_006742632.1	other	Vibrio diabolicus subgroup	372.8	253.1	WP_006742632.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Vibrio diabolicus subgroup]
UJX09680.1	other	Vibrio parahaemolyticus	372.8	251.5	UJX09680.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
YCS33566.1	other	Vibrio parahaemolyticus	372.8	251.5	YCS33566.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_069494818.1	other	Vibrio parahaemolyticus	372.7	249.7	WP_069494818.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_083151084.1	other	Vibrio parahaemolyticus	372.7	255.4	WP_083151084.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_029804101.1	other	Vibrio parahaemolyticus	372.7	251.4	WP_029804101.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_241619995.1	other	Vibrio parahaemolyticus	372.7	253.1	WP_241619995.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TBT29541.1	other	Vibrio parahaemolyticus	372.7	252.8	TBT29541.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_074191139.1	other	Vibrio diabolicus subgroup	372.7	252.4	WP_074191139.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Vibrio diabolicus subgroup]
WP_258687473.1	other	Vibrio diabolicus	372.7	252.7	WP_258687473.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_274024532.1	other	Vibrio parahaemolyticus	372.7	252.8	WP_274024532.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_069501588.1	other	Vibrio parahaemolyticus	372.7	254.3	WP_069501588.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WLI86723.1	other	Vibrio parahaemolyticus	372.6	250.1	WLI86723.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_273978582.1	other	Vibrio parahaemolyticus	372.6	250.1	WP_273978582.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_069494984.1	other	Vibrio parahaemolyticus	372.6	251.5	WP_069494984.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_031821696.1	other	Vibrio parahaemolyticus	372.6	253.2	WP_031821696.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WMN88359.1	other	Vibrio parahaemolyticus	372.6	246.1	WMN88359.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
XLQ39720.1	other	Vibrio parahaemolyticus	372.6	253.2	XLQ39720.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140061369.1	other	Vibrio parahaemolyticus	372.6	252.3	WP_140061369.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_395215819.1	other	Vibrio diabolicus	372.6	252.8	WP_395215819.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
EQM38679.1	other	Vibrio parahaemolyticus NIHCB0757	372.6	249.7	EQM38679.1 decaheme c-type cytochrome, DmsE family protein [Vibrio parahaemolyticus NIHCB0757]
UYI48273.1	other	Vibrio natriegens	372.6	246.1	UYI48273.1 DmsE family decaheme c-type cytochrome [Vibrio natriegens]
WP_263838473.1	other	Vibrio natriegens	372.6	246.1	WP_263838473.1 DmsE family decaheme c-type cytochrome [Vibrio natriegens]
EXJ34952.1	other	Vibrio parahaemolyticus VPCR-2009	372.6	253.2	EXJ34952.1 decaheme c-type cytochrome, DmsE family protein [Vibrio parahaemolyticus VPCR-2009]
WP_374072698.1	other	Vibrio diabolicus	372.6	252.2	WP_374072698.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
XLQ46878.1	other	Vibrio parahaemolyticus	372.6	253.2	XLQ46878.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
XXA40500.1	other	Vibrio parahaemolyticus	372.6	252.3	XXA40500.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_045606143.1	other	Vibrio parahaemolyticus	372.6	251.1	WP_045606143.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_447820930.1	other	Vibrio diabolicus	372.5	252.2	WP_447820930.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_097371769.1	other	Vibrio parahaemolyticus	372.5	250.1	WP_097371769.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_045587734.1	other	Vibrio parahaemolyticus	372.5	251.5	WP_045587734.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TBT73205.1	other	Vibrio parahaemolyticus	372.5	251.4	TBT73205.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TBT09304.1	other	Vibrio parahaemolyticus	372.5	251.4	TBT09304.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TBT89214.1	other	Vibrio parahaemolyticus	372.5	250.1	TBT89214.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_042772743.1	other	Vibrio parahaemolyticus	372.5	251.4	WP_042772743.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_065766571.1	other	Vibrio parahaemolyticus	372.5	250.7	WP_065766571.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_164666193.1	other	Vibrio diabolicus	372.5	252.8	WP_164666193.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
QOV30990.1	other	Vibrio diabolicus	372.5	252.8	QOV30990.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_395185510.1	other	Vibrio diabolicus	372.5	252.6	WP_395185510.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
WP_140296386.1	other	Vibrio parahaemolyticus	372.5	250.9	WP_140296386.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_301605101.1	other	Vibrio antiquarius	372.5	252.1	WP_301605101.1 DmsE family decaheme c-type cytochrome [Vibrio antiquarius]
WP_218770683.1	other	Vibrio parahaemolyticus	372.4	250.4	WP_218770683.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_237301683.1	other	Vibrio parahaemolyticus	372.4	250.9	WP_237301683.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_406964909.1	other	Vibrio	372.4	250.8	WP_406964909.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Vibrio]
WP_274003657.1	other	Vibrio parahaemolyticus	372.4	251.4	WP_274003657.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_237315541.1	other	Vibrio sp. J1-1	372.4	247.5	WP_237315541.1 DmsE family decaheme c-type cytochrome [Vibrio sp. J1-1]
UJW93117.1	other	Vibrio parahaemolyticus	372.4	250.9	UJW93117.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_138937445.1	other	Vibrio parahaemolyticus	372.4	251.7	WP_138937445.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
QQD04427.1	other	Vibrio parahaemolyticus	372.3	253.8	QQD04427.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_065779424.1	other	Vibrio parahaemolyticus	372.3	249.9	WP_065779424.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_267370604.1	other	Vibrio parahaemolyticus	372.3	251.3	WP_267370604.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_208893685.1	other	Vibrio parahaemolyticus	372.3	253.8	WP_208893685.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140358291.1	other	Vibrio parahaemolyticus	372.3	251.0	WP_140358291.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_432603978.1	other	Vibrio diabolicus	372.3	252.7	WP_432603978.1 DmsE family decaheme c-type cytochrome [Vibrio diabolicus]
TXM04363.1	other	Vibrio parahaemolyticus	372.2	251.0	TXM04363.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TXM61774.1	other	Vibrio parahaemolyticus	372.2	251.0	TXM61774.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_274012794.1	other	Vibrio parahaemolyticus	372.2	251.5	WP_274012794.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_140326553.1	other	Vibrio parahaemolyticus	372.2	253.9	WP_140326553.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPB48601.1	other	Vibrio parahaemolyticus	372.2	251.0	TPB48601.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_025510323.1	other	Vibrio parahaemolyticus	372.2	251.9	WP_025510323.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TXM34213.1	other	Vibrio parahaemolyticus	372.2	251.0	TXM34213.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
TPA74282.1	other	Vibrio parahaemolyticus	372.2	251.0	TPA74282.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WJE02772.1	other	Vibrio parahaemolyticus	372.2	251.9	WJE02772.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_253658581.1	other	unclassified Vibrio	372.2	252.5	WP_253658581.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Vibrio]
